"NAVN","REGISTERENHETID","LAT","LON"
"DDB AS",3135576,69.6990379573668,18.9809011592136
"DDB AS",3139592,69.6399898318501,18.9028577657629
"DDB AS",3142831,69.5343706558782,19.6398243941017
"DDB AS",3146168,69.6500238243754,18.9557841728869
"DDB AS",4098258,69.6988205312298,18.9801875697514
"DDB AS",4098259,69.698778720656,18.9800503483709
"DDB AS",4098260,69.6999395145315,18.981950327899
"DDB AS",4098261,69.6999395145315,18.981950327899
"DDB AS",4098262,69.6995678989526,18.9805091463238
"DDB AS",4098263,69.6995678989526,18.9805091463238
"DDB AS",4098264,69.699626036796,18.9811151713971
"DDB AS",4098265,69.699626036796,18.9811151713971
"DDB AS",4098266,69.6992983676908,18.9805102609756
"DDB AS",4098267,69.6992983676908,18.9805102609756
"DDB AS",4098268,69.6992551878276,18.9800363978179
"DDB AS",4098269,69.6992987497346,18.9800963312301
"DDB AS",4098270,69.6991614530095,18.9798117964951
"DDB AS",4098271,69.6991556155207,18.9800694316941
"DDB AS",4098272,69.6990373779721,18.9797367344778
"DDB AS",4098273,69.6990231784624,18.9799669236741
"DDB AS",4098292,69.6992361087224,18.9812747322421
"DDB AS",4098293,69.6991769911814,18.9811083792008
"DDB AS",4099714,69.6477666140891,18.9511050789206
"DDB AS",4099715,69.6477666140891,18.9511050789206
"DDB AS",4099716,69.6477666140891,18.9511050789206
"STOREBRAND LIVSFORSIKRING AS",3146446,69.6499686571566,18.9534507527594
"STOREBRAND LIVSFORSIKRING AS",3146449,69.6502197312071,18.9534716848277
"Motor Trade Eiendom og Finans AS",3146337,69.6419723743317,18.9421162685712
"NORSK KJØKKENINVEST AS",4099563,69.6580922292094,18.9664807360785
"BMI NORGE AS",3142220,69.6983116829402,19.0171415821678
"BMI NORGE AS",3856519,69.5964307493794,19.8937438105858
"BJØRN BYGG AS",3128276,69.6319844949209,18.9577654151073
"BJØRN BYGG AS",3128277,69.6320543237291,18.957855790525
"BJØRN BYGG AS",3128278,69.6321241524885,18.9579461665406
"BJØRN BYGG AS",3128279,69.6321934009027,18.9580622262969
"BJØRN BYGG AS",3128280,69.6323114423349,18.9580068338689
"BJØRN BYGG AS",3128281,69.6323532718102,18.9581435802344
"BJØRN BYGG AS",3128282,69.6324713132663,18.9580881878648
"BJØRN BYGG AS",3128294,69.6328621834152,18.9594763717591
"BJØRN BYGG AS",3128295,69.6329654739036,18.9596761592655
"BJØRN BYGG AS",3128300,69.6329177032582,18.9586097830719
"BJØRN BYGG AS",3128301,69.6329601126445,18.958720850492
"BJØRN BYGG AS",3128302,69.6330735110339,18.9588709333145
"BJØRN BYGG AS",3128303,69.6331779631043,18.9590193513125
"BJØRN BYGG AS",3128304,69.6333109949694,18.9590957169386
"BJØRN BYGG AS",3128305,69.6333981349483,18.9592151200628
"BJØRN BYGG AS",3128306,69.6334769091484,18.959307172926
"BJØRN BYGG AS",3128307,69.6335383714338,18.9593702084982
"BJØRN BYGG AS",3128308,69.6336284137313,18.959361189895
"BJØRN BYGG AS",3128309,69.6336976611601,18.9594772625644
"BJØRN BYGG AS",3128310,69.6337466940139,18.9596927424113
"BJØRN BYGG AS",3128311,69.6338451019553,18.9597110769667
"BJØRN BYGG AS",3128312,69.6339155102621,18.959775781639
"BJØRN BYGG AS",3128313,69.6339740694977,18.9599672460684
"BJØRN BYGG AS",3128314,69.6340343703392,18.9600816556556
"BJØRN BYGG AS",3128342,69.6326482982296,18.9617835553848
"BJØRN BYGG AS",3128343,69.632419183143,18.9615860997802
"BJØRN BYGG AS",3128344,69.6323038228255,18.9611261712068
"BJØRN BYGG AS",3128345,69.6321558031609,18.9609180472661
"BJØRN BYGG AS",3128346,69.6319762991424,18.9609103875042
"BJØRN BYGG AS",3128347,69.6318116770682,18.9607610726227
"BJØRN BYGG AS",3128348,69.6317119790203,18.9606805971498
"BJØRN BYGG AS",3128351,69.6320586787962,18.9620347572983
"BJØRN BYGG AS",3128352,69.6319207680636,18.9617769316166
"BJØRN BYGG AS",3128353,69.6318151566854,18.9616798742185
"BJØRN BYGG AS",3128354,69.6317101260593,18.9615571353461
"BJØRN BYGG AS",3128355,69.631613529999,18.961379230402
